realization_spec_file_name,orig_spec_file_name,EW_Hbeta,err_EW_Hbeta_from_robo,EW_Hdelta,err_EW_Hdelta_from_robo,EW_Hgamma,err_EW_Hgamma_from_robo,EW_Heps,err_EW_Heps_from_robo,EW_CaIIK,err_EW_CaIIK_from_robo,EW_Balmer,err_EW_Balmer_based_Robo,err_EW_Balmer_based_noise_churning
spec-0295-51985-0039g001_noise_ver_000.dat,spec-0295-51985-0039g001.dat,7.075603,1.664264,8.310523,2.343184,7.594034,2.229298,10.021951,2.442844,3.4563910000000004,1.234584,7.7988544767146095,3.250858054933857,0.0
spec-0295-51985-0039g002_noise_ver_000.dat,spec-0295-51985-0039g002.dat,6.461235,1.4064379999999999,6.668283,2.0577389999999998,7.773834,2.973619,8.731527,2.942479,3.8398779999999997,1.428884,8.067749033322594,4.288507597214275,0.0
spec-0296-51984-0502g001_noise_ver_000.dat,spec-0296-51984-0502g001.dat,4.605511,2.507755,4.245426999999999,9.075764,5.9204360000000005,1.9259240000000002,8.065994,3.4506379999999996,0.404017,1.046303,5.295954631608863,3.2243754044777737,0.0
spec-0296-51984-0502g002_noise_ver_000.dat,spec-0296-51984-0502g002.dat,5.882035,2.705402,4.889867,2.60954,5.413747,2.127365,7.911372,2.355484,16.172076999999998,16.9973,4.53819092753131,3.7993490901208298,0.0
spec-0296-51984-0502g003_noise_ver_000.dat,spec-0296-51984-0502g003.dat,5.374817,1.9263029999999999,9.132501,6.041146,4.564837000000002,1.7080279999999999,8.12374,3.439663,5.528475,2.6200639999999997,3.2686287581759954,3.5726078051445733,0.0
spec-0297-51959-0181g002_noise_ver_000.dat,spec-0297-51959-0181g002.dat,10.988169000000001,7.355342999999999,10.519269,2.5351220000000003,9.935865,1.897514,10.705789999999999,1.784735,0.163847,2143.062286,11.301110363232059,2.5020133202397687,0.0
,,,,,,,,,,,,,,
spec-0299-51671-0624g002_noise_ver_000.dat,spec-0299-51671-0624g002.dat,4.18945,1.567153,4.396913,1.9183029999999999,0.0062369999999999995,69023110.665419,6.928976,2.45526,5.448512,1.937716,-3.548850250462314,181415.72180121343,0.0
spec-0299-51671-0624g003_noise_ver_000.dat,spec-0299-51671-0624g003.dat,5.5418160000000025,1.504227,5.460301,2.185766,3.9668300000000003,1.863316,8.106158,2.72372,6.606392,3.030193,2.374297127956458,4.66113900566738,0.0
spec-0300-51943-0243g001_noise_ver_000.dat,spec-0300-51943-0243g001.dat,5.555098,2.674317,7.9220000000000015,3.817771,6.983472,3.1790279999999997,4.82815,2.409252,3.928667,1.751775,6.885746588662966,4.824709509810766,0.0
spec-0300-51943-0243g002_noise_ver_000.dat,spec-0300-51943-0243g002.dat,7.240803,2.952643,9.929492999999999,3.268494,4.788501999999999,2.6152919999999997,6.6616,2.97736,4.384061,2.4527240000000003,3.603124314370236,5.201310829789977,0.0
spec-0300-51943-0243g003_noise_ver_000.dat,spec-0300-51943-0243g003.dat,5.273968,2.28698,5.25089,2.286798,5.438435,1.734059,4.879535,2.88598,4.15336,1.3803450000000002,4.575112333613278,3.087608951894976,0.0
spec-0300-51943-0341g001_noise_ver_000.dat,spec-0300-51943-0341g001.dat,7.490071,2.61386,8.547928,2.598292,8.794367,1.978766,9.481295,2.448191,0.9778879999999999,0.44796800000000003,9.593976889489547,2.7184600950848585,0.0
spec-0300-51943-0341g002_noise_ver_000.dat,spec-0300-51943-0341g002.dat,7.445542999999999,1.81128,7.8833699999999975,2.5988689999999997,7.024378,1.941731,8.992125999999997,2.216123,1.113702,0.347238,6.946922343571787,2.9410946726866274,0.0
spec-0300-51943-0341g003_noise_ver_000.dat,spec-0300-51943-0341g003.dat,7.052953,2.193205,7.5047190000000015,2.506316,7.150726,2.082103,8.232236,1.981898,1.034537,0.351491,7.135878347121878,3.1248573068140115,0.0
spec-0300-51943-0341g004_noise_ver_000.dat,spec-0300-51943-0341g004.dat,6.269554,2.186051,7.081467999999999,2.475402,6.3967279999999995,2.027549,7.119526,2.776928,1.1204290000000001,0.199419,6.008259004000027,3.2326706470561635,0.0
spec-0300-51943-0341g005_noise_ver_000.dat,spec-0300-51943-0341g005.dat,5.362407,2.11404,6.2579660000000015,2.718696,5.86405,1.853743,7.268367,2.3099220000000003,1.076176,0.47922200000000004,5.211628221881956,3.1240147541985284,0.0
spec-0301-51942-0335g001_noise_ver_000.dat,spec-0301-51942-0335g001.dat,9.294255999999999,2.589249,9.723046,2.05163,10.484935,2.3961,16.488789999999998,5.459006,2.789698,1.589358,12.122255714715635,3.1054430583697683,0.0
spec-0301-51942-0335g002_noise_ver_000.dat,spec-0301-51942-0335g002.dat,10.501664,2.722817,11.637348,2.31123,10.741224,2.003777,10.477085,1.8108360000000001,1.0302200000000001,0.49528500000000003,12.505541126386964,2.5813693277179466,0.0
spec-0309-51994-0496g001_noise_ver_000.dat,spec-0309-51994-0496g001.dat,11.226219,2.5237130000000003,12.454751,2.25949,10.429059,2.4965509999999997,11.283292,1.9439060000000001,2.1290400000000003,0.7085739999999999,12.038692020360644,3.2401795467334207,0.0
spec-0309-51994-0496g003_noise_ver_000.dat,spec-0309-51994-0496g003.dat,7.130942999999999,3.253967,6.137798,3.196568,6.9108279999999995,1.739884,8.559476,1.8914830000000002,2.90395,1.074135,6.7771060092957205,2.658693399854506,0.0
spec-0312-51689-0391g002_noise_ver_000.dat,spec-0312-51689-0391g002.dat,6.969950999999999,2.6653599999999997,7.224079,3.061862,7.594726,2.2075150000000003,10.697255,2.992309,3.8758019999999997,1.2220950000000002,7.799889376787871,3.2190473367494414,0.0
spec-0312-51689-0391g003_noise_ver_000.dat,spec-0312-51689-0391g003.dat,10.596236,3.09881,10.579794999999999,4.112779,8.621497,2.515787,14.288583,3.9528190000000003,4.986495,2.71883,9.335446288817565,3.479147571552257,0.0
spec-0313-51673-0132g001_noise_ver_000.dat,spec-0313-51673-0132g001.dat,8.44699,1.7488569999999999,8.320449,3.1679720000000002,8.747336,2.3165419999999997,9.689903,2.953147,2.272616,0.7938529999999999,9.523641072516078,3.1869773277088083,0.0
spec-0315-51663-0040g001_noise_ver_000.dat,spec-0315-51663-0040g001.dat,10.394984,3.692624,10.880351,3.204071,10.026535,3.000802,11.970478,3.638714,2.8101,1.8055299999999999,11.436709192195613,3.9389339524549007,0.0
spec-0323-51615-0099g001_noise_ver_000.dat,spec-0323-51615-0099g001.dat,6.3733949999999995,2.003763,8.192114,2.22555,6.9840800000000005,1.5335299999999998,9.826914,2.913512,2.301354,1.838116,6.8866558650279135,2.3319452646505003,0.0
spec-0323-51615-0099g002_noise_ver_000.dat,spec-0323-51615-0099g002.dat,5.722976,1.8545490000000002,7.776025,2.004698,7.150658999999999,2.59262,8.018801,2.7608509999999997,1.8608509999999998,1.51471,7.135778147259289,3.889057390973592,0.0
spec-0323-51615-0243g001_noise_ver_000.dat,spec-0323-51615-0243g001.dat,5.072865,1.866153,5.80965,2.070405,0.07732,inf,5.930589,3.205721,4.957315,2.965307,-3.4425441783412603,inf,0.0
,,,,,,,,,,,,,,
spec-0326-52375-0102g001_noise_ver_000.dat,spec-0326-52375-0102g001.dat,8.191564,2.473801,8.718069,6.894653,10.4501,2.726468,11.212278999999999,3.102482,2.50615,1.308309,12.070159263773265,3.5354818633881395,0.0
,,,,,,,,,,,,,,
spec-0327-52294-0220g001_noise_ver_000.dat,spec-0327-52294-0220g001.dat,3.453037,1.322258,4.073066000000002,1.140002,4.533308,1.436276,6.117485,1.7391759999999998,4.404012000000002,0.894582,3.221476497468022,3.0289316032595703,0.0
spec-0328-52282-0173g001_noise_ver_000.dat,spec-0328-52282-0173g001.dat,3.8760839999999996,1.8626909999999999,0.021491999999999997,inf,3.7165739999999996,1.402124,5.485409,1.42175,4.222327,1.23965,2.0000341904787717,3.904419141814044,0.0
spec-0328-52282-0265g001_noise_ver_000.dat,spec-0328-52282-0265g001.dat,8.452910000000001,2.668319,10.263919,2.520302,9.894862,2.29137,10.472557,2.185763,2.6494869999999997,0.773153,11.23978954285054,3.022567790388988,0.0
spec-0328-52282-0265g004_noise_ver_000.dat,spec-0328-52282-0265g004.dat,10.958397999999999,2.782837,12.207917,2.24245,11.21176,2.2608740000000003,12.97384,2.847416,2.3711450000000003,0.648534,13.209237283717863,2.8769356713974754,0.0
spec-0328-52282-0330g001_noise_ver_000.dat,spec-0328-52282-0330g001.dat,4.030615,2.282702,4.177651,1.734246,3.891656,1.106914,7.022722,2.880321,4.287674,1.705688,2.261872882136388,2.8575265489593864,0.0
spec-0328-52282-0330g002_noise_ver_000.dat,spec-0328-52282-0330g002.dat,5.669586,2.003156,5.283176999999999,2.248112,6.724614999999999,2.495905,7.74105,2.821716,3.107139,1.288425,6.498620680766003,3.866132532960264,0.0
spec-0328-52282-0330g003_noise_ver_000.dat,spec-0328-52282-0330g003.dat,6.705500999999999,2.060905,6.548389,2.0407290000000002,7.324130999999999,2.197562,7.8250509999999975,2.445769,2.9191599999999998,1.016161,7.395209051174199,3.2593009568932905,0.0
spec-0328-52282-0330g004_noise_ver_000.dat,spec-0328-52282-0330g004.dat,4.514258,1.774228,4.4547620000000006,1.596278,4.7018889999999995,1.920793,5.934815,1.7829830000000002,4.832612,1.413369,3.473592811414246,3.8929558263778414,0.0
spec-0328-52282-0376g001_noise_ver_000.dat,spec-0328-52282-0376g001.dat,8.276033,2.346365,8.036267,2.7350950000000003,7.993600999999999,1.865077,9.622103,2.3743380000000003,2.3908560000000003,0.7284079999999999,8.396415051242881,2.661026712277768,0.0
spec-0328-52282-0376g002_noise_ver_000.dat,spec-0328-52282-0376g002.dat,6.931767,1.755479,7.339557000000001,2.047287,7.2131,2.230582,7.300564,2.235642,2.4326209999999997,0.497166,7.229159932627252,3.332745351021293,0.0
spec-0328-52282-0376g003_noise_ver_000.dat,spec-0328-52282-0376g003.dat,6.691936,1.53888,7.184636,2.126735,6.409134,2.23425,6.651153,2.772739,3.654643,1.429701,6.026812429301909,3.5573085925550227,0.0
spec-0328-52282-0376g004_noise_ver_000.dat,spec-0328-52282-0376g004.dat,4.495218,2.610635,3.187336,1.5515709999999998,5.382903,1.8814220000000001,5.523749,3.809651,4.826546,1.66734,4.492063098254242,3.376246956563357,0.0
spec-0331-52368-0060g001_noise_ver_000.dat,spec-0331-52368-0060g001.dat,4.407188,1.706848,4.145905,1.1814639999999998,5.51623,2.053464,7.935621,2.589134,5.987701,2.234035,4.6914563382368515,3.615053794434492,0.0
spec-0331-52368-0120g001_noise_ver_000.dat,spec-0331-52368-0120g001.dat,8.281875,2.840447,10.547392,3.025636,13.428533999999999,5.059556,13.192723,3.021856,5.728491,3.676631,16.524467883440405,6.153233612186281,0.0
spec-0331-52368-0251g001_noise_ver_000.dat,spec-0331-52368-0251g001.dat,3.5726080000000002,1.251036,4.521714,1.663721,5.647312,2.151014,7.192591,2.5620130000000003,5.142425,1.339123,4.887492135062702,3.720972700477792,0.0
spec-0331-52368-0531g001_noise_ver_000.dat,spec-0331-52368-0531g001.dat,10.515678,3.129508,9.471435000000001,3.234539,8.161877,2.217412,11.732571,2.3680529999999997,2.5096939999999996,1.0547879999999998,8.648075231486294,3.1345390611185637,0.0
spec-0331-52368-0531g002_noise_ver_000.dat,spec-0331-52368-0531g002.dat,7.507544999999999,2.425272,6.322796,11.416232,7.0236490000000025,3.6203730000000003,9.324263,2.4218990000000002,2.542982,1.1131659999999999,6.945832109246056,5.4775864063551625,0.0
spec-0331-52368-0545g001_noise_ver_000.dat,spec-0331-52368-0545g001.dat,4.733007,2.015706,4.285652,1.35355,4.270524,1.194093,6.240512,1.920637,5.018562,1.173633,2.828477681207326,2.7040949045187808,0.0
,,,,,,,,,,,,,,
spec-0333-52313-0067g001_noise_ver_000.dat,spec-0333-52313-0067g001.dat,5.268631,1.5490030000000001,6.806974,1.7797990000000001,6.037999,1.7999939999999999,7.534839999999999,1.71518,1.8313709999999999,0.299073,5.4717724889976544,2.9753173441560734,0.0
spec-0333-52313-0322g002_noise_ver_000.dat,spec-0333-52313-0322g002.dat,10.972911999999999,3.540439,7.69595,3.532682,10.502500999999999,2.958855,12.318403,3.877447,2.833514,2.387691,12.148526024956885,3.830368891501718,0.0
spec-0333-52313-0478g001_noise_ver_000.dat,spec-0333-52313-0478g001.dat,9.273317,2.794572,8.348696,2.719952,8.3281,2.090172,10.161344999999999,3.3348419999999996,2.900387,0.748744,8.896665108477668,2.9313147776873305,0.0
spec-0334-51993-0003g001_noise_ver_000.dat,spec-0334-51993-0003g001.dat,9.371623,3.4471239999999996,9.257128999999999,2.8901,7.734363,2.4394709999999997,9.535525,3.24423,3.414746,1.6382370000000002,8.00871935009749,3.527437814118295,0.0
spec-0334-51993-0091g001_noise_ver_000.dat,spec-0334-51993-0091g001.dat,12.497039,4.441612,13.631542999999999,4.675493,12.58185,3.299261,13.899911999999999,4.4081339999999996,4.824527,3.6335019999999996,15.258234742355436,4.0744355401153305,0.0
spec-0334-51993-0109g001_noise_ver_000.dat,spec-0334-51993-0109g001.dat,10.551362,2.721711,11.586932000000001,2.463164,10.876233000000001,2.456972,12.026268,2.170803,1.176621,0.618657,12.707449831576549,3.1511423642652736,0.0
,,,,,,,,,,,,,,
spec-0334-51993-0333g001_noise_ver_000.dat,spec-0334-51993-0333g001.dat,4.407758,1.687687,6.96773,2.0914,4.759167,1.864434,7.254410000000001,2.846907,4.23899,1.388283,3.5592532252818327,3.7330152367265312,0.0
spec-0334-51993-0433g001_noise_ver_000.dat,spec-0334-51993-0433g001.dat,5.994517,1.9547290000000002,0.177493,1.726075,4.676882,1.572133,6.433791,1.386843,5.484538,1.486451,3.4361943343447465,3.2057048013689213,0.0
spec-0335-52000-0124g001_noise_ver_000.dat,spec-0335-52000-0124g001.dat,3.796121,1.095204,3.9585559999999997,1.695919,4.728191000000002,1.723782,6.737106,2.1745200000000002,5.462095,1.709788,3.512927987320273,3.4748766019983583,0.0
,,,,,,,,,,,,,,
spec-0336-51999-0228g001_noise_ver_000.dat,spec-0336-51999-0228g001.dat,3.499053,1.4800870000000002,4.745033,1.4314440000000002,4.191618,1.0929799999999998,6.452808999999999,4.248683,3.572492,0.6263449999999999,2.710472153489252,2.5365069686139003,0.0
spec-0336-51999-0241g001_noise_ver_000.dat,spec-0336-51999-0241g001.dat,4.149854,1.4570610000000002,4.57017,1.393788,4.082225,1.38583,6.957306,2.380946,5.521281,1.6896950000000002,2.5468726972544493,3.328995329592518,0.0
spec-0337-51997-0580g001_noise_ver_000.dat,spec-0337-51997-0580g001.dat,5.833784,1.7898880000000001,4.470171,1.253575,5.344311,1.5483129999999998,7.13467,2.1393169999999997,0.197441,2030.135658,4.434347977405436,2.796221169625687,0.0
spec-0337-51997-0587g001_noise_ver_000.dat,spec-0337-51997-0587g001.dat,9.0508,2.064717,10.17803,2.330044,9.377723,2.050146,10.322563,2.230022,2.2083720000000002,0.44892200000000004,10.466397651250443,2.753182653768855,0.0
spec-0339-51692-0307g001_noise_ver_000.dat,spec-0339-51692-0307g001.dat,8.124951,2.066207,10.188244000000001,2.671436,9.767612,2.090354,8.479741,1.6869169999999998,3.286023,0.71721,11.0494845799564,2.769762921126118,0.0
spec-0340-51990-0129g001_noise_ver_000.dat,spec-0340-51990-0129g001.dat,4.884966,1.810513,5.5153870000000005,1.966807,6.2289449999999995,1.705725,8.194315,2.808567,4.889769,1.523001,5.757336115282798,2.765051195392406,0.0
spec-0340-51990-0367g001_noise_ver_000.dat,spec-0340-51990-0367g001.dat,9.343145,2.078403,8.786124000000001,2.450678,6.726428,1.405869,9.069011,3.340793,2.7389240000000004,1.39539,6.501332059137139,2.181773984011906,0.0
spec-0340-51990-0367g002_noise_ver_000.dat,spec-0340-51990-0367g002.dat,9.626891,2.4487330000000003,11.078696,2.79325,9.914029,2.768686,10.468246,3.2318700000000002,2.8034380000000003,1.5098049999999998,11.268454181151457,3.6477687800233984,0.0
spec-0341-51690-0180g001_noise_ver_000.dat,spec-0341-51690-0180g001.dat,6.4929760000000005,2.121106,8.112364,2.603914,4.7175910000000005,2.714585,8.982413000000003,2.6446509999999996,4.604379,1.141094,3.4970754717471637,5.479849042122077,0.0
spec-0341-51690-0180g002_noise_ver_000.dat,spec-0341-51690-0180g002.dat,5.6962150000000005,1.748635,5.5320230000000015,1.472872,5.956469,1.905146,8.254218,3.636681,4.250301,1.179468,5.349842715915068,3.1767998696217132,0.0
spec-0341-51690-0248g003_noise_ver_000.dat,spec-0341-51690-0248g003.dat,4.875591,1.822484,6.215152,3.492796,5.750595,1.397887,8.794481,3.944209,4.810524,1.292073,5.041953962037911,2.3905363152765466,0.0
spec-0341-51690-0353g001_noise_ver_000.dat,spec-0341-51690-0353g001.dat,4.195828,1.664686,4.800554,1.6759560000000002,4.493639,1.630457,6.612350999999999,1.884613,4.5543569999999995,0.8610260000000001,3.1621507012161736,3.4706602195574194,0.0
spec-0341-51690-0640g001_noise_ver_000.dat,spec-0341-51690-0640g001.dat,4.458561,1.23749,4.260873,1.7285099999999998,4.472747,1.3985020000000001,5.6968190000000005,1.773407,3.8351379999999997,0.686272,3.1309062903337823,2.9943416039094948,0.0
spec-0342-51691-0172g002_noise_ver_000.dat,spec-0342-51691-0172g002.dat,8.299217,1.9418990000000005,9.386542,1.8880119999999998,9.371161,1.693844,9.085148,2.34275,1.7787849999999998,0.6438119999999999,10.456584046798488,2.2775574938590237,0.0
spec-0342-51691-0346g001_noise_ver_000.dat,spec-0342-51691-0346g001.dat,11.782451,2.677552,13.205160000000001,2.19283,10.48405,2.4329400000000003,11.687681,2.847307,1.655066,0.619311,12.120932179217315,3.1530826398675114,0.0
spec-0342-51691-0346g002_noise_ver_000.dat,spec-0342-51691-0346g002.dat,8.885588,2.5342849999999997,12.870322999999999,2.59612,11.101508,2.527332,11.401256,2.8426150000000003,2.1760330000000003,0.954909,13.044353175513505,3.2229402650333774,0.0
spec-0342-51691-0406g001_noise_ver_000.dat,spec-0342-51691-0406g001.dat,9.933338000000001,2.622601,8.834522,2.990576,9.575719,2.492833,9.192829,2.13196,1.934494,0.45553,10.762504695912037,3.3221093625187628,0.0
spec-0342-51691-0406g002_noise_ver_000.dat,spec-0342-51691-0406g002.dat,6.897054,2.539091,8.12573,2.540554,5.646818,8.61295,8.879195,3.139269,3.116075,1.819864,4.886753348016182,14.885268174238153,0.0
spec-0342-51691-0490g001_noise_ver_000.dat,spec-0342-51691-0490g001.dat,4.943295,2.4217459999999997,5.337038,2.1912409999999998,4.718247,1.5161040000000001,10.164963,10.319225,2.601827,0.3683030000000001,3.498056533088292,3.0640779926996418,0.0
spec-0346-51693-0268g001_noise_ver_000.dat,spec-0346-51693-0268g001.dat,3.6567870000000013,1.5278200000000002,3.930905,1.390927,4.368214,1.387324,6.160116,4.415061,4.025951,1.4332770000000001,2.974575062937216,3.053481053400243,0.0
spec-0346-51693-0587g001_noise_ver_000.dat,spec-0346-51693-0587g001.dat,7.762638000000001,1.7036369999999998,10.604861,2.540283,10.298814,2.510495,10.336677,2.19637,1.6759400000000002,0.540291,11.84390797405693,3.2703158905631646,0.0
spec-0346-51693-0587g002_noise_ver_000.dat,spec-0346-51693-0587g002.dat,7.370365,1.82148,10.025068,2.220587,9.586549,2.2431810000000003,9.848614999999999,1.654206,1.4561600000000001,0.33352600000000004,10.778701181162674,2.9893834083397435,0.0
spec-0348-51671-0341g001_noise_ver_000.dat,spec-0348-51671-0341g001.dat,9.2942,1.9743009999999999,9.577477,1.75351,8.246035000000001,1.772647,8.868412,2.253436,2.15062,0.8378540000000001,8.773935232014741,2.497579241676414,0.0
spec-0348-51671-0341g002_noise_ver_000.dat,spec-0348-51671-0341g002.dat,10.407494999999999,2.954913,11.710696,2.413936,10.210347,2.235573,11.576582,2.2231490000000003,1.775009,0.720364,11.711603776395984,2.921001719172151,0.0
