orig_spec_file_name,EW_Hbeta,err_EW_Hbeta_from_robo,EW_Hdelta,err_EW_Hdelta_from_robo,EW_Hgamma,err_EW_Hgamma_from_robo,EW_Heps,err_EW_Heps_from_robo,EW_CaIIK,err_EW_CaIIK_from_robo,EW_Balmer,err_EW_Balmer_based_Robo,err_EW_Balmer_based_noise_churning,err_EW_Hbeta_based_noise_churning,err_EW_Hdelta_based_noise_churning,err_EW_Hgamma_based_noise_churning,err_EW_Heps_based_noise_churning,err_EW_CaIIK_based_noise_churning,subtype,phase,feh,err_feh,teff,logg,alpha
575025m25.smo,3.2558290000000003,1.8151145,2.897946,1.426338,3.0491995000000003,1.555765,4.42462,1.850198,3.53464,1.516294,3.0181095000000004,2.1683260330415126,0.40828752598268464,0.7376774215095706,0.5775889926265008,0.5916856529243296,0.7756948553218012,0.5611621129879281,,,-2.5,0.15,5750,2.5,0.4
575025p00.smo,5.5654005,2.344112,2.714701,1.527724,3.2363245000000003,1.7871994999999998,13.558144,2.814693,16.103825,4.6971115,2.9471075000000004,2.6525865518907654,0.5667713478842237,0.30228994841986995,0.1506976664733067,1.014187019354665,11.277579802536211,1.957432368434541,,,0.0,0.15,5750,2.5,0.4
575025p02.smo,4.6561545,3.0233659999999998,2.687776,0.9544389999999999,3.0811794999999997,1.9101065,15.285082500000001,1.968568,16.145828,15.9796165,2.8844777500000003,2.1448305452544347,0.29431125,0.7413474999999996,0.461246,0.12737650000000025,0.09844250000000088,1.7927329999999992,,,0.2,0.15,5750,2.5,0.4
575030m05.smo,4.2421760000000015,2.241969,2.42638,1.280497,2.663047,1.625642,10.753878,1.612473,15.368882,2.965593,2.6360080000000004,2.097861921338008,0.412433075671614,1.5090025222201613,0.4242382366361943,0.6939218238679343,3.0070738691146515,1.2612935070793152,,,-0.5,0.15,5750,3.0,0.4
575030m10.smo,3.5926760000000004,1.996355,2.596062,1.192073,2.6655740000000003,1.49146,9.287993,1.6720509999999995,12.933754,2.929676,2.696646,1.9554346305545482,0.3451280213443422,0.9379114198312744,0.3968573277187449,0.6271814002984902,0.4188719161877521,1.4725580841158217,,,-1.0,0.15,5750,3.0,0.4
575030m15.smo,3.283647,1.71544,2.5295870000000003,1.1841315000000001,2.7715955,1.4378645,6.808517,1.8689669999999998,8.2676205,2.132858,2.6530250000000004,1.9443618313161766,0.3911079026839129,0.7742428121185764,0.459989774460293,0.5938728522787786,0.517352203858265,0.7477751470579367,,,-1.5,0.15,5750,3.0,0.4
575030m20.smo,2.8370595,1.528646,2.7555045,1.3723485000000002,2.8007435000000003,1.3938840000000001,5.223945499999999,1.950592,5.345082499999999,1.9275900000000001,2.7324224999999998,2.037534005944153,0.3253866791963861,0.6961411793442087,0.4944726758681553,0.4553419321240542,0.6753909242076108,0.5352795246930515,,,-2.0,0.15,5750,3.0,0.4
575030m25.smo,2.9909405,1.6649074999999998,2.5599005000000004,1.315994,2.8124395,1.3906305,4.203168499999999,1.657506,3.5199555,1.538413,2.6902025000000003,1.944149250764637,0.36228295309611336,0.6662071175807268,0.4606480192642596,0.5403459707169266,0.5764435964238482,0.5544647912906207,,,-2.5,0.15,5750,3.0,0.4
575030p00.smo,5.799071000000001,2.8589075,2.3803925,1.4977999999999998,2.8885549999999998,1.7709635,11.829268,2.1504220000000003,16.29449,3.242514,2.64720475,2.375368927790401,0.449158883639273,1.567627358060334,0.39092363372065536,0.736510887066365,2492.275160944257,1.3131598009756975,,,0.0,0.15,5750,3.0,0.4
575030p02.smo,6.16015,2.8795455000000003,2.865773,1.569532,2.8296544999999997,1.9560445,13.076693,2.072646,15.963387999999998,3.4472419999999997,2.7902165,2.609886636673312,0.7386643297738464,0.9327351720286736,0.275512617492574,1.3101642159681741,4.748421444915642,1.9712649875217023,,,0.2,0.15,5750,3.0,0.4
600020m05.smo,5.5621615,2.3922345000000003,3.6244735,1.484357,3.9791035000000003,1.9356229999999999,11.438678999999999,1.6491525000000002,15.830759500000001,2.850244,3.8547629999999997,2.4925181394461013,0.4424558508113047,1.1057156993720447,0.45242660720677397,0.7048836813801992,0.4901605229207705,1.1621272402834741,,,-0.5,0.15,6000,2.0,0.4
600020m10.smo,4.915155,2.101801,3.746843,1.537316,4.028098,1.7791400000000002,9.740479,1.876713,12.641402,2.93677,3.913033,2.421528873666593,0.4309213673494473,0.8343063751058846,0.4878269838873138,0.6957254020586455,0.5100868881243352,1.508272970662584,,,-1.0,0.15,6000,2.0,0.4
600020m15.smo,4.881707,2.0644240000000003,3.822575,1.535339,4.254264,1.7283689999999998,7.222645,1.925049,7.409577,1.971305,4.036822,2.4206881797796678,0.4691305738324665,0.8513421626298159,0.5052168830604712,0.7642917287030909,0.4386682459242329,0.5584608754861984,,,-1.5,0.15,6000,2.0,0.4
600020m20.smo,4.446557,2.001135,4.061684,1.682771,4.179108,1.886042,5.9152,1.969037,4.668832,1.5868790000000002,4.142206999999999,2.5850933920694237,0.45106898390888506,0.7302583609275889,0.579437074672608,0.7088520670921916,0.8597616099238514,0.4809979426240405,,,-2.0,0.15,6000,2.0,0.4
600020m25.smo,4.298534,1.9216235000000002,4.1394055,1.7011235,4.2841255,1.7323765000000004,5.1875735,1.9920950000000002,3.0808345,1.5137299999999998,4.1315735,2.4723985438613387,0.4298832665685589,0.7862491740425488,0.6208246093328267,0.6692446440543725,0.9518804492157932,0.5158976307024116,,,-2.5,0.15,6000,2.0,0.4
600020p00.smo,4.933864,2.254411,3.4981120000000003,1.500275,3.753908,1.647821,14.16785,2.2638700000000003,16.854515,1.967119,3.62601,2.2284835928644395,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.15,6000,2.0,0.4
600025m05.smo,5.451422,2.323641,3.515906,1.498996,3.922371,1.7556889999999998,10.699974,1.859647,14.942854,3.081451,3.672392500000001,2.3628234146937435,0.4319874870820827,0.8114026509305491,0.3986256293820095,0.7334576606060964,0.5024750520858406,1.2206776722557906,,,-0.5,0.15,6000,2.5,0.4
600025m10.smo,4.778499,2.107213,3.541467,1.442449,3.951134,1.71648,8.999187,1.856478,11.051716,2.765792,3.7604875,2.3210458797742453,0.4750736681340219,0.7169903571821306,0.4917002704298111,0.7395914398055525,0.522924365173068,1.0823740014308274,,,-1.0,0.15,6000,2.5,0.4
600025m15.smo,4.4612085,2.1098385,3.8108644999999997,1.5825945,3.943693,1.7324455,6.7744110000000015,1.9634265,6.828172500000001,1.9968375,3.842421,2.391704501227795,0.4292829057905806,0.7954031372455445,0.4965143903397569,0.6702909092222925,0.4037524074742998,0.6243552045546966,,,-1.5,0.15,6000,2.5,0.4
600025m20.smo,4.189964,1.9954669999999999,3.747976,1.546536,3.976496,1.79512,5.5008075000000005,1.8762075,4.3172955,1.6558970000000002,3.9155985,2.4400588828706065,0.4666114341313518,0.7265892436372737,0.5290571058582267,0.7293724360976055,0.4897158350126802,0.5057878915750142,,,-2.0,0.15,6000,2.5,0.4
600025m25.smo,4.1330915,1.906634,4.004346,1.7336099999999999,3.919021,1.7385509999999997,4.9350705,1.9815965,2.896823,1.422001,3.9555327500000006,2.4886378086612253,0.43560742468389796,0.7865519704588537,0.5637946125389227,0.6269597674972254,0.5922631356215292,0.6458758778418628,,,-2.5,0.15,6000,2.5,0.4
600025p00.smo,5.855504,2.2728505,3.3770684999999996,1.5489899999999999,4.009091000000001,1.7831509999999997,12.8929755,1.880411,16.313143,2.894207,3.653394,2.4379048450839806,0.3159027812115461,0.43987898703699135,0.4936706735539494,0.2581969941278364,2.8751519587479217,1.5892534610481144,,,0.0,0.15,6000,2.5,0.4
600025p02.smo,5.983145499999999,2.751116,3.614785,1.5512899999999998,3.575821,1.8031990000000002,14.782685,2.980945,16.981693,2.8600470000000002,3.573472,2.613725957315211,0.1725577613623592,2.3217594695294483,0.3427673299050278,0.33145440353874045,14.123473143182125,0.8035167176304828,,,0.2,0.15,6000,2.5,0.4
600030m05.smo,4.7633545,2.335799,3.259372,1.4137709999999999,3.6171849999999997,1.7521275,9.966864,1.707475,13.368885999999998,3.030309,3.4975449999999997,2.3857262376720216,0.4587246726188475,1.073541351303367,0.43181536019938777,0.8435963477444945,2.294964945705724,1.6666708651288848,,,-0.5,0.15,6000,3.0,0.4
600030m10.smo,4.537718,2.214833,3.304188,1.394886,3.738418,1.7002259999999998,8.341762,1.7780669999999998,10.443259,2.610681,3.5482985,2.2702430353142806,0.4509097028768839,0.8368731460292818,0.5057336613413074,0.6821319302867531,0.5174680562442249,0.9812922768934964,,,-1.0,0.15,6000,3.0,0.4
600030m15.smo,4.043456,1.994973,3.410893,1.578402,3.621775,1.7060919999999995,6.391362,1.972822,6.4982760000000015,1.860371,3.6049625,2.3429225391457136,0.5354879328632134,0.6821617236360268,0.683424261487889,0.6886619328259371,0.4622160716930467,0.5512753878447529,,,-1.5,0.15,6000,3.0,0.4
600030m20.smo,3.758031,1.922471,3.5372160000000004,1.511198,3.67763,1.738902,5.214501,1.77822,4.374576,1.633385,3.6570515,2.3860432484875456,0.4060305157459969,0.7489649236772016,0.5350808790301678,0.6389558567657517,0.5350729372079605,0.5396292451176804,,,-2.0,0.15,6000,3.0,0.4
600030m25.smo,3.745419,1.8237455000000002,3.6410185,1.586143,3.7976089999999996,1.6434654999999998,4.5371605000000015,1.855635,2.9508065,1.4547475,3.67038825,2.3966960098815946,0.3880262270674497,0.7626191759033351,0.4700182389145797,0.6054232917537565,0.6398395271787761,0.6509624044711219,,,-2.5,0.15,6000,3.0,0.4
600030p00.smo,6.028490000000001,2.542982,3.402795,1.5733294999999998,3.6599394999999997,1.772764,11.4172135,1.783407,15.221139,3.0226295,3.62280125,2.4503209788634783,0.4635217801034725,1.2172030263211977,0.4095840736863852,0.8086502061919302,0.4901618836791714,1.2773911488410523,,,0.0,0.15,6000,3.0,0.4
600030p02.smo,6.2976235,3.0043919999999997,3.595069,1.6061565,3.83361,1.8117655,13.459978500000002,2.7620419999999997,16.883657499999998,3.5671145,3.669233,2.329962443491854,0.4672567558608841,1.3438324848793033,0.3899200217799576,0.984808501892588,273.49740132948557,1.0111440890902177,,,0.2,0.15,6000,3.0,0.4
625020m05.smo,6.4785205,2.4159745,4.588967,1.7580435,5.275729,2.0926935,11.080483500000001,1.9127895,14.0505405,2.946174,4.971585750000001,2.851069166270435,0.4284567751195251,1.1375973126231618,0.4938104698542944,0.7137722076111663,3.002735005465752,1.470445126590756,,,-0.5,0.15,6250,2.0,0.4
625020m10.smo,6.1973400000000005,2.3983725,4.729208,1.6712080000000002,5.489822,2.1844735,9.330299,2.0356745,10.268562,2.451552,5.1266115,2.8052960527129285,0.4514300572268066,0.857252646127277,0.4834450660132122,0.7187270629885854,0.5137057515399707,1.129512392002066,,,-1.0,0.15,6250,2.0,0.4
625020m15.smo,5.7244699999999975,2.152342,4.860946,1.714411,5.3920080000000015,2.095501,7.283017999999997,2.078907,6.1980559999999985,1.7902810000000002,5.1097395,2.7949714484513075,0.5234714381911371,0.8670442917012683,0.6350994444916614,0.7397728212797159,0.491803185043359,0.5114467821137001,,,-1.5,0.15,6250,2.0,0.4
625020m20.smo,5.466421,2.116037,5.03138,1.880528,5.17018,1.967039,6.397568,2.178718,4.132939,1.6070950000000002,5.206298,2.8485237526594367,0.4523035749975468,0.7825815065084155,0.6164546411736904,0.6412871205671378,0.624667853487678,0.5665266143429951,,,-2.0,0.15,6250,2.0,0.4
625020m25.smo,5.541189,2.213747,5.2626230000000005,1.925172,5.374244,2.1006,5.926538,2.167233,2.766642,1.444992,5.420351,2.817904166565109,0.5084336093454288,0.8701191272155405,0.6173513628462056,0.8062342757728321,0.6738019228199426,0.8461140352524303,,,-2.5,0.15,6250,2.0,0.4
625020p00.smo,6.920114,2.513366,4.310777,1.835134,5.442182,2.206625,14.366207,2.875613,15.649983,2.93578,5.0002805000000015,2.9739230594727903,0.3606527317702604,1.0991126059156504,0.5370176184728092,0.6144816454726834,8.064522171032829,1.15414025680151,,,0.0,0.15,6250,2.0,0.4
625020p02.smo,7.109549,2.442291,4.542541,1.974066,5.408881,2.3789990000000003,25.9288,11.355324,17.098389,2.388077,5.1183355000000015,2.9436233662997724,0.6424911595739979,1.0445709119891478,0.49146794064190996,0.8503366935360137,5.761136555879356,0.4778047957842187,,,0.2,0.15,6250,2.0,0.4
625025m05.smo,6.2630690000000016,2.493626,4.387767,1.7986369999999998,5.284758999999998,2.026179,10.122535,1.900571,12.217957,2.858838,4.93106,2.8621617164968165,0.4181046843961604,1.0108233619234626,0.5608703619080457,0.6831059250997957,2.7533965918756653,1.305855264513262,,,-0.5,0.15,6250,2.5,0.4
625025m10.smo,5.663458,2.3976490000000004,4.574522,1.765016,5.227696,2.056228,8.621439,2.079439,9.236378,2.388232,4.8936415,2.7697683714859624,0.4713717068396145,0.9226300249930336,0.585175292515639,0.6631304271765214,0.4790264869444916,0.9798568090499604,,,-1.0,0.15,6250,2.5,0.4
625025m15.smo,5.416515,2.153637,4.909632,1.666671,5.344578,2.07832,6.959247,2.120714,5.60392,1.709336,5.1041375,2.7539471588630744,0.5806736296193175,0.8896090955390888,0.6453338669056783,0.8754258570005655,0.5765407377907181,0.5262336678072206,,,-1.5,0.15,6250,2.5,0.4
625025m20.smo,5.107164,2.0647005000000003,4.961113,1.75751,5.186219,2.0566299999999997,6.157591,2.3772515,3.726357,1.5559025000000002,5.12166375,2.7134656391432133,0.4595081198721645,0.6980898609767593,0.6162494409263062,0.709673173189021,0.5649053081265308,0.5376884528510006,,,-2.0,0.15,6250,2.5,0.4
625025m25.smo,5.099732,2.050848,4.9299019999999985,1.7718740000000002,5.314504,2.12991,5.665869,2.1663,2.556893,1.387542,5.1784055,2.729686879076976,0.4747606870465771,0.8323716420588865,0.6150167004701216,0.7275533969142332,0.7625718463546264,0.6153744121910344,,,-2.5,0.15,6250,2.5,0.4
625025p00.smo,7.1237045000000006,2.717797,4.3329515,1.8225055,5.3797630000000005,2.2388760000000003,11.863495,1.982172,15.087139999999998,2.8729945000000003,4.9294987500000005,2.9542597627795004,0.481293687562188,1.2240364052672474,0.5938556871627669,0.7136004753117771,36.97266732202753,1.2036799681006205,,,0.0,0.15,6250,2.5,0.4
625025p02.smo,7.953741,2.669475,4.117935,1.75118,5.13465,2.345255,18.162803,6.849829,16.492389000000006,3.71308,4.7065085,3.005412242531796,0.4373173038873821,1.7677582813859238,0.43465045562549337,0.789082799106473,17.53767140984705,0.9643084733638438,,,0.2,0.15,6250,2.5,0.4
625030m05.smo,5.982903,2.582353,4.338922,1.624829,4.776196,1.976325,9.491935,1.955196,10.897033,2.662898,4.5898379999999985,2.691508232981835,0.4012602379484003,1.1548621103087724,0.4579420472840498,0.7382460784386258,2.387403285874206,1.457955000992206,,,-0.5,0.15,6250,3.0,0.4
625030m10.smo,5.5210715,2.1105305000000003,4.4587020000000015,1.6591565,4.722643,2.0319055,8.101797999999999,2.042313,8.597152999999999,2.182857,4.6311745,2.754786788146768,0.513265141113549,1.0527237766816295,0.6727402953108337,0.7601707860605718,0.5125371660387226,0.9145805153751452,,,-1.0,0.15,6250,3.0,0.4
625030m15.smo,5.173913,2.210195,4.5620910000000015,1.753527,4.784379,1.989069,6.6335929999999985,2.110593,5.445921,1.816663,4.6809765,2.6939383235666328,0.4722653084457798,0.768397260087734,0.5385710363754674,0.8020306969901793,0.5157926178086621,0.4319752893238789,,,-1.5,0.15,6250,3.0,0.4
625030m20.smo,5.043889999999998,2.1188404999999997,4.690869500000002,1.6673380000000002,4.740029,1.9118259999999998,5.748047,2.1168815,3.490128,1.4384885,4.73440025,2.5714066535417754,0.4616241695063654,0.8494028104318218,0.5653070418140769,0.7407718653398258,0.8969358688439218,0.5736557357316097,,,-2.0,0.15,6250,3.0,0.4
625030m25.smo,4.8450370000000005,2.187983,4.561198,1.797809,4.833275,1.941721,5.3780199999999985,2.111289,2.424876,1.462139,4.827323499999999,2.75396108562957,0.5086645551847674,0.796828665742233,0.7208345858865577,0.7106814616822381,0.6441574434678005,0.8250545517781304,,,-2.5,0.15,6250,3.0,0.4
625030p00.smo,7.0273555,2.6001990000000004,4.248577500000001,1.6413295,4.8964355,2.1223840000000003,10.799718499999999,1.7576865000000002,14.3269765,3.0264935,4.6281525000000014,2.8529591882250336,0.4560803937126998,1.2047370387878182,0.442778374415756,0.8471553539447961,3.7361171909758726,1.5761525402850087,,,0.0,0.15,6250,3.0,0.4
625030p02.smo,7.280769500000001,2.89547,4.279852999999999,1.8146669999999998,5.2443715,2.4748035,12.023725,1.8579805,15.880254,2.9877295,4.79210575,3.037018991153449,0.48292541892703006,1.518753874224806,0.3893062220028856,0.9110345852514352,1.2599631254173775,1.1115994629401105,,,0.2,0.15,6250,3.0,0.4
650020m05.smo,7.426799000000001,2.443467,5.759084,1.834536,6.773983,2.400294,10.511776,1.978387,11.47999,2.674885,6.2211060000000025,3.04561189115176,0.4341923320422969,0.968152702151895,0.4479418512267188,0.7077310097640098,0.5908082318748386,1.2488006644472625,,,-0.5,0.15,6500,2.0,0.4
650020m10.smo,7.06795,2.5433535000000003,5.890843,1.941845,6.501241500000001,2.292191,9.2484735,2.1258600000000003,8.5985455,2.208721,6.258068,3.0999131337209866,0.5408492358963822,1.0094815137036477,0.5366164266936242,0.9140103052688696,0.5615520152603537,0.6264106565207406,,,-1.0,0.15,6500,2.0,0.4
650020m15.smo,6.6244380000000005,2.398667,6.0615809999999986,1.832602,6.508322,2.205542,7.820175,2.231067,5.356733,1.634701,6.2186400000000015,2.9053343703031844,0.4761979843398298,1.0047990353928653,0.5822223948792179,0.6604996973869754,0.5778080954191427,0.3802637394566908,,,-1.5,0.15,6500,2.0,0.4
650020m20.smo,6.7957100000000015,2.3111230000000003,6.222168999999999,1.9528555,6.553464999999999,2.2179385,7.136180499999999,2.294788,3.4906415,1.431972,6.3743875,3.044882495027412,0.5061314843359119,0.7315063667665169,0.5912690398761479,0.7734788088921764,0.71891157398287,0.4500641297042274,,,-2.0,0.15,6500,2.0,0.4
650020m25.smo,6.51121,2.2137830000000003,6.661758,2.071307,6.828916,2.194542,7.051414,2.272009,2.298212,1.343568,6.8104105000000015,3.08816261334341,0.6071458085102851,0.8659926904262314,0.7427907251072121,0.8992900784648905,0.8307135828224045,0.8547227250012959,,,-2.5,0.15,6500,2.0,0.4
650020p00.smo,8.125828,2.6093154999999997,5.457026,2.07017,6.578460499999999,2.254734,12.319560499999998,2.0126675,15.782395000000001,3.0173105,6.037602250000001,3.0721852267404013,0.4792475057215146,1.5130869105546148,0.5550520916465299,0.7840551189374039,1.1368160899656994,1.3944695993104703,,,0.0,0.15,6500,2.0,0.4
650020p02.smo,8.788339,2.900514,5.492689,1.788202,6.7441105,2.8649630000000004,14.402817499999998,1.9978240000000003,16.430463999999994,2.3686105,6.005049,3.399974258933593,0.3392198841322301,1.0647060270953832,0.5193910168347249,0.4897946325664842,2.682142536432019,0.7594075125915606,,,0.2,0.15,6500,2.0,0.4
650025m05.smo,7.2951725000000005,2.5324155,5.6868865,1.9142259999999998,6.510052,2.3872585,9.9117765,2.0909,10.026763,2.433618,6.0640635000000005,3.170870789409033,0.458364967968692,1.167978035610957,0.5195262158640943,0.7324574281381093,1.0411350654720677,0.9348504971929684,,,-0.5,0.15,6500,2.5,0.4
650025m10.smo,6.934206000000001,2.4002215000000002,5.761794999999999,1.9341794999999997,6.404584999999999,2.3025130000000003,8.830491,2.2254255,7.649045500000001,1.974609,6.20417,3.0026784027840416,0.4801962045943372,1.046008732985977,0.6196120168920105,0.6984944719919197,0.5486795924852103,0.6007743175637373,,,-1.0,0.15,6500,2.5,0.4
650025m15.smo,6.7601925000000005,2.4447095,6.090389,2.0216369999999997,6.6345529999999995,2.2716724999999998,7.4881825,2.3221445000000003,4.7985190000000015,1.638155,6.305011,3.103538879343532,0.5134588121227247,0.9074940605111868,0.6025185498037865,0.8623928985334502,0.6101259553591414,0.401476858662156,,,-1.5,0.15,6500,2.5,0.4
650025m20.smo,6.403594499999999,2.3917765,6.1609099999999986,2.046216,6.4727165,2.4234744999999998,7.1569095,2.3284005000000003,3.2345235,1.4451895,6.29951675,3.1640259659148104,0.5547223156348384,0.9931462677524696,0.6834142902326166,0.8527384275964547,0.6646393202091033,0.4270176752186807,,,-2.0,0.15,6500,2.5,0.4
650025m25.smo,6.2471265,2.3045709999999997,6.1150135,2.0265205,6.5407455,2.2272695,6.6434995,2.213601,2.148029,1.3838255,6.45174375,3.045150899031983,0.8507256800787012,0.912791343176936,1.5256181336427466,0.8819588076555493,0.7649014313404433,0.8297442950221843,,,-2.5,0.15,6500,2.5,0.4
650025p00.smo,8.061803000000001,2.703856,5.4694020000000005,1.9574105,6.769582000000001,2.618761,11.286551,2.0213315,13.2229525,3.1251955,6.0345147500000005,3.3590997395193427,0.5091294276218373,1.5207966723375008,0.5488904144789928,0.8255026542229277,6.3606498645925065,1.4607976443349655,,,0.0,0.15,6500,2.5,0.4
650025p02.smo,8.502472999999998,2.857407,5.4474905,2.067536,6.623163000000001,2.5800695,12.928767,2.1601515000000004,15.794003,3.0444685,5.9989195,3.4019645813315176,0.38735702389481735,1.0899796524218497,0.5263279012197679,0.6878414967731773,3.8384841003329866,1.1124947926899729,,,0.2,0.15,6500,2.5,0.4
650030m05.smo,7.3479785,2.5451479999999997,5.4345965,1.973253,6.2647565,2.3626305,9.406039999999999,2.0708105,9.03976,2.3242835,5.8380635000000005,3.0934263258925694,0.5376725671267968,1.1008499513245895,0.6522777720305747,0.8656987763750992,0.6847375511546451,0.7332653213358836,,,-0.5,0.15,6500,3.0,0.4
650030m10.smo,6.781936999999999,2.3371415000000004,5.7900075,1.978386,6.28097,2.354087,8.2466015,2.247269,7.013016,1.8382715,6.02853575,3.0962861962345802,0.4849709861560548,0.9694029102149622,0.5916875724674588,0.7416687879072427,0.5953863208029443,0.580760526823494,,,-1.0,0.15,6500,3.0,0.4
650030m15.smo,6.296243,2.425161,5.7340480000000005,1.864543,6.027121,2.255967,7.14773,2.27517,4.65486,1.583269,5.9384760000000005,3.0105554424253675,0.47580340243027,0.8856093811782355,0.5712423905522059,0.7793490803389118,0.6674185976984145,0.4448459162437287,,,-1.5,0.15,6500,3.0,0.4
650030m20.smo,6.317573,2.36774,5.977488,1.936878,6.313846,2.226344,6.69992,2.4095,2.987833,1.480505,6.2108455000000005,3.0073904434791965,0.5499005967261856,1.0304158277746345,0.5831309244710073,0.8572718314645915,0.7039910144266844,0.6534261855641613,,,-2.0,0.15,6500,3.0,0.4
650030m25.smo,6.1123344999999984,2.4077405,5.8863135,2.0281130000000003,6.3357075,2.228666,6.4246669999999995,2.2923560000000003,2.202958,1.4997525,6.096449,3.1151122444725186,0.5355764180465762,0.7345611460135946,0.6641463092257136,0.8167431687910293,0.9380134357548496,1.0269314823942866,,,-2.5,0.15,6500,3.0,0.4
650030p00.smo,8.239896,2.833917,5.30561,2.010733,6.499936,2.592519,10.592436,2.002184,11.434487,2.736289,5.9563175,3.380690229421353,0.4338191143546484,1.320140592149325,0.5488677366570311,0.7907636843804163,100.45078879793532,1.2653524656948905,,,0.0,0.15,6500,3.0,0.4
650030p02.smo,8.6555395,2.913105,5.463676,2.0699935000000003,6.410925499999999,2.578055,11.588994500000002,2.0240685000000003,13.7710555,2.8922515,5.97150825,3.3923308808241552,0.5565043133035936,1.6397694272506798,0.5276809697988564,0.9727277571435922,0.7437249346868857,1.2319979347314405,,,0.2,0.15,6500,3.0,0.4
675020m05.smo,8.624527,2.6523755,6.835677499999999,2.052824,8.035547000000001,2.663473,10.600291,2.1610715,9.896949500000002,2.427295,7.41218675,3.3581977689487683,0.4901456316330205,1.0503866954985697,0.6162162710108096,0.7648637570246405,2.720079338604561,0.8266367548956657,,,-0.5,0.15,6750,2.0,0.4
675020m10.smo,8.321182,2.62248,7.2664399999999985,2.024401,7.755522999999997,2.448457,9.709916,2.361575,7.360016000000001,1.927662,7.491038499999998,3.227881992782419,0.5780704959414441,1.2620521107280245,0.5972459320107621,0.9567708407547736,0.6174740213057839,0.517362103966844,,,-1.0,0.15,6750,2.0,0.4
